User_ID,Transaction_ID,Date_Time,IP_Address,Latitude,Longitude,Amount,Merchant_Category,Payment_Method,Device,Location_City,Suspicious,Risk_Profile,Transaction_Frequency,Location_Match
421,f63fce41-3a9a-4a5e-9761-32ed069f14f1,2024-08-24 05:56:42.526286,208.169.242.95,-17.6536855,129.370245,2841.97,Electronics,Cash,Tablet,Port Katelynfort,0,Low,6,1
195,ea83bf00-7135-4221-a6c9-537f84dad06a,2024-04-07 10:55:25.725492,198.239.150.40,80.398724,83.993279,1326.75,Food,Cash,Mobile,South Michaelmouth,0,Medium,45,1
490,db946570-1ac7-4ec0-ab8d-deb45230dfbd,2024-02-26 08:19:16.937535,63.181.195.181,-12.6321245,175.721827,1966.1,Food,Debit Card,Tablet,Cervantesside,0,Medium,9,1
341,50843242-168b-4625-b46f-78910964fbbf,2024-03-29 10:20:09.281873,89.222.1.14,48.1358795,-179.382027,3974.26,Travel,Debit Card,Mobile,Gutierrezborough,0,Medium,21,1
16,c1a6423b-9f64-4eed-9c9d-927d84b871bb,2024-06-23 15:39:30.941518,17.166.205.191,-35.357751,-36.625273,2463.1,Electronics,UPI,Mobile,West Samuel,0,High,14,1
466,0763fcd0-1f15-47b6-bc16-128db2c08394,2024-12-06 22:51:35.616138,143.80.166.79,-47.485685,-13.167289,1404.58,Electronics,Credit Card,Mobile,New Rickybury,0,Low,29,1
193,1d0bc9bd-e9b5-45cf-9766-5cdafe049059,2024-06-10 16:09:29.035172,73.218.169.179,43.7816555,-23.308019,886.38,Travel,Cash,Mobile,Robertfort,0,Low,10,1
313,74eff545-3e65-4603-b8e3-654bfaf14ff0,2024-07-12 03:24:00.511107,40.188.141.124,-71.260499,-31.690805,4574.41,Fashion,Credit Card,Mobile,Morganhaven,0,Medium,40,0
59,486822b9-00a8-4de9-920f-87d044656d6b,2024-09-11 09:06:54.901514,175.234.200.142,-50.111722,59.738307,4641.66,Food,UPI,Tablet,Reedside,0,High,43,1
130,749176f4-6090-4697-8b1e-3b9dc34b9fbb,2024-11-22 20:02:12.016197,215.164.75.134,63.4907615,25.605909,4818.14,Travel,Cash,Mobile,Port Kimberly,0,High,21,1
97,7914f8a8-bea4-4f31-9174-00f80b2c782a,2024-09-04 02:01:15.190931,166.45.96.233,88.157613,170.050035,1926.1,Fashion,UPI,Desktop,South Tammie,0,High,47,1
248,9716108e-f721-49bb-8096-27182051acef,2024-04-26 07:37:49.117790,92.45.250.26,-63.233845,102.367836,848.29,Food,Cash,Mobile,Smithberg,0,High,14,1
291,f84f16b3-a79f-4faf-9ef5-768968f45bce,2024-02-24 01:58:15.157924,24.123.17.14,0.881839,154.609842,3480.45,Food,Credit Card,Desktop,Santosmouth,0,Low,10,0
359,889b78d5-dbfd-497e-aca2-b148da330aa1,2024-05-13 03:22:10.214034,63.58.136.17,55.2278805,-160.726818,3075.42,Grocery,Debit Card,Tablet,East Crystalport,1,Medium,50,0
147,1723199d-bf2c-44a0-ba3c-8a71ff574e2b,2024-06-01 01:07:05.503649,70.110.181.235,29.099054,-90.683588,701.28,Food,Credit Card,Tablet,Rebeccaton,0,Low,22,1
463,4b1a269b-0e5d-4462-8bd0-0ef2530a37df,2024-05-05 14:11:45.848933,23.208.119.35,52.5838735,41.218596,3704.1,Food,Net Banking,Mobile,East Gregory,0,Low,5,1
496,9ea556aa-61ee-4c5b-9eef-580f9c07a751,2024-08-27 08:14:45.052334,20.148.107.158,-27.672390,67.577975,1798.1,Travel,Credit Card,Tablet,Stevetown,0,Low,45,1
189,e6b5a92c-771a-4655-8dfc-6ee0e61ede90,2024-04-10 18:35:47.914149,4.151.68.232,28.575935,5.524129,4050.76,Food,Net Banking,Mobile,Daniellechester,0,Low,19,1
79,d865d69a-74f3-4103-8006-6ff2b0b862ef,2024-04-15 20:26:17.355914,198.55.221.156,-61.3704805,-52.651158,2557.2,Grocery,Credit Card,Mobile,Armstrongshire,0,High,24,1
319,4b943e30-b303-4438-be21-10d04bbe4aff,2024-01-08 16:28:57.362357,175.42.156.51,-16.319733,-175.652438,3250.17,Electronics,Net Banking,Mobile,New Julieport,0,Low,13,1
20,9b689c88-3ae9-49fe-8c82-18dac696f5e6,2024-10-07 23:10:21.021082,115.10.199.215,76.6692035,-45.445763,4450.14,Electronics,UPI,Mobile,Lake Colton,0,Low,29,1
425,4f1639a0-0a17-491e-a576-9411a0a11839,2024-10-03 07:09:24.391085,87.89.226.236,-54.7244115,-131.610014,470.82,Fashion,Credit Card,Mobile,Markchester,0,High,16,0
499,c958e75e-21d5-4971-b367-49b52cf6bf75,2024-07-07 23:41:45.589760,195.23.17.104,-45.8304425,-42.040239,2328.52,Food,Net Banking,Tablet,Coffeyport,0,High,15,1
162,cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,2024-02-10 08:25:22.138571,203.41.2.41,-29.437018,33.358670,2954.58,Fashion,Cash,Tablet,Christopherfurt,0,High,42,0
95,1fa382e8-895c-4d99-83b3-8eb403902c5d,2024-06-08 08:08:26.523515,144.199.64.167,66.9166555,24.561504,4113.18,Grocery,Debit Card,Tablet,Danielbury,0,Medium,45,1
398,e25d36eb-9e9a-4f83-8668-03ee78b2b549,2024-11-26 10:47:16.085868,46.42.225.83,83.852863,-146.060612,2611.69,Fashion,UPI,Mobile,Blankenshipport,0,Low,45,1
380,23c86d30-1dde-4969-a886-13dba6348e78,2024-01-16 21:18:21.161184,95.135.41.104,-58.829146,-127.820442,3114.83,Electronics,UPI,Desktop,New Derek,0,High,9,0
40,f30a9e32-aba4-4c03-9efa-9c5b7421ff46,2024-09-17 08:48:43.181869,201.173.47.144,67.6629735,-97.041151,2657.24,Electronics,Net Banking,Tablet,Penafort,0,Low,20,1
179,f396ea37-f065-4817-a87a-48509d9b6231,2024-04-08 00:14:22.175581,141.231.191.27,29.0197405,58.744268,3630.73,Food,Debit Card,Mobile,Port Michael,1,Low,23,0
128,8b621d41-5e09-49ee-af88-bdecfb1e143b,2024-11-11 22:03:22.039752,131.224.13.125,16.8747965,-31.887277,2581.99,Grocery,Debit Card,Mobile,North Stacy,0,Medium,4,1
76,a9ab364a-1777-48cb-b468-5b98d2fe2fde,2024-03-15 07:31:31.832985,129.93.235.170,-76.4229345,-0.948636,1354.89,Food,Credit Card,Tablet,East Kristin,0,Medium,33,0
439,c3e15a85-d46e-4104-9190-6f5034885a46,2024-07-13 04:08:39.842454,142.233.115.75,-1.802968,-100.782456,127.73,Electronics,Cash,Mobile,West Micheleberg,1,Medium,30,0
333,402adf9c-8a4b-4f7c-a147-2a15fcce96f6,2024-10-06 18:25:50.095804,65.166.97.204,-54.619340,-172.021924,4180.06,Fashion,Cash,Tablet,Kristybury,0,High,15,1
404,2c9b662e-040a-4aae-92e2-afd996bf10ab,2024-04-02 23:23:05.753084,90.241.4.143,51.2200085,-118.984995,867.3,Travel,Net Banking,Tablet,South Shanestad,0,Low,31,1
101,73b6a09b-1bea-46ac-97fa-7f0483639007,2024-06-25 12:36:28.142600,204.88.207.196,86.872947,99.951990,2746.58,Grocery,Cash,Mobile,Stephentown,0,Medium,14,1
263,d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,2024-05-20 17:03:45.391135,159.96.144.153,29.067856,-140.544975,1400.39,Food,Credit Card,Tablet,West Charleneland,1,Low,1,0
339,a21150f9-9fd3-4579-8667-72ce204e178c,2024-07-24 02:07:55.755131,188.48.94.104,70.3611545,104.840532,3689.75,Travel,Debit Card,Mobile,Shawnchester,0,Low,50,1
361,1d4a3d81-b3a7-40e0-8b08-587d1963c26d,2024-10-25 18:50:36.483818,141.194.240.24,25.446020,62.426696,2098.58,Electronics,Net Banking,Tablet,South Matthew,0,Medium,4,1
67,bac7e2b9-6a7e-4c36-a613-2e6974188109,2024-02-03 07:32:39.890563,48.80.29.75,10.4756645,-98.052603,3789.47,Fashion,Credit Card,Tablet,Jonesland,0,Low,42,1
225,be9d61ee-18b8-4245-ae8f-75a117dded81,2024-09-15 20:17:01.481960,160.245.174.157,67.4280205,121.499410,230.97,Food,Cash,Mobile,Elizabethchester,0,High,19,1
450,f0ede303-aa53-419c-9fa4-bb9f5a856750,2024-09-19 20:53:04.338538,209.165.114.61,-12.7900695,142.342714,3518.59,Grocery,Debit Card,Tablet,Michaelshire,0,Medium,49,0
292,a81fdec3-279c-458a-b676-0ce581e5c9f6,2024-06-17 22:33:58.631269,168.179.66.36,59.321376,17.332836,2458.59,Travel,UPI,Tablet,Port Joshuabury,0,Medium,16,1
71,8f9b72ae-d85c-46bd-adda-4f8dcea60f4c,2024-12-07 10:37:48.789510,160.107.137.35,73.475827,173.170450,2169.82,Travel,Debit Card,Mobile,Anthonyview,0,Low,49,1
206,ebe9e207-4f19-4ec0-832d-4526b3e4110a,2024-04-29 01:28:10.974970,73.43.8.76,62.020661,172.909212,3175.83,Food,Cash,Desktop,Jonestown,0,High,11,1
47,3712f2d1-87cd-46a1-bf01-2e32177d6e7e,2024-05-11 19:17:25.936682,21.9.127.44,9.335370,-12.690963,3129.67,Travel,Debit Card,Tablet,Kimberlyshire,0,High,11,1
282,0d77c5a0-e222-46a6-95bf-be9798a21f1c,2024-02-24 12:13:06.171281,177.151.167.128,-68.100626,-33.915899,3293.81,Grocery,Debit Card,Tablet,Stanleyfort,0,Low,9,0
370,45ee432d-6a07-4213-b129-cec79b69554d,2024-03-16 12:38:45.443170,13.133.211.248,25.4040625,-120.466507,3212.45,Electronics,Net Banking,Desktop,Erikashire,0,Low,16,1
119,4ef492c1-aac9-4316-86e5-27537c93f6cc,2024-01-16 21:53:56.840602,35.129.140.51,-87.9365135,-70.251170,4701.21,Grocery,Net Banking,Tablet,Sierraberg,0,Medium,28,1
463,53ffd3a2-4a19-4501-8169-b9fcc3a00c6f,2024-02-12 00:54:26.825602,29.199.237.7,-42.837285,-110.643953,3216.8,Grocery,Credit Card,Desktop,Patelbury,0,High,49,1
372,ab05347f-d556-437d-8f08-81ee8011316b,2024-10-09 11:03:45.320195,66.181.20.140,27.096807,-169.938213,4707.38,Electronics,Cash,Desktop,Morsemouth,0,Medium,14,1
50,67884209-92ca-425a-ade5-93329364f3d0,2024-09-05 13:56:05.808974,39.95.0.38,18.725032,-168.802723,4526.85,Grocery,Debit Card,Mobile,Georgemouth,0,Low,46,0
407,5ca260c9-eb76-47c9-b08a-4895d4ffa666,2024-01-31 21:03:14.883238,170.249.39.244,26.9510265,136.147866,504.79,Travel,Credit Card,Desktop,Warrenfurt,0,Low,8,0
335,56ea57b3-beed-40b6-8f6e-274bdedab027,2024-03-18 15:07:26.126754,178.113.179.41,47.0318135,159.959904,3415.35,Grocery,Cash,Tablet,New Williamstad,0,High,1,1
323,d1a69d87-f54e-4019-ba35-844e59e1ac09,2024-08-14 03:18:35.993264,105.165.22.92,-50.689179,-42.578107,4224.53,Grocery,Cash,Mobile,East Carrie,0,High,3,1
214,134a5a2f-a7cf-405c-8257-cf73c29d782b,2024-03-03 01:33:41.115642,191.207.206.131,34.5414535,122.653181,1409.99,Travel,Credit Card,Desktop,Maldonadoshire,0,Low,11,1
233,9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,2024-04-23 05:44:52.597812,195.67.185.234,-49.477682,56.095867,3145.09,Grocery,Debit Card,Tablet,South Scottport,0,Medium,47,1
171,0e614bcd-9767-4900-8651-0367cbdc4318,2024-05-03 07:21:43.906937,93.141.48.90,31.309705,-159.809762,4017.6,Travel,Debit Card,Mobile,West Marieland,0,Medium,17,1
251,daf481a7-fa34-42e8-9d3f-7d7ea508dc95,2024-02-01 15:16:21.094282,152.155.92.103,34.2082145,131.561976,3753.32,Fashion,Debit Card,Tablet,South Reginashire,0,Medium,7,1
278,9ae1a991-524f-43ff-b030-7633a6ded1d8,2024-06-15 15:24:08.588686,104.253.111.71,30.9363775,-124.432853,2063.68,Food,Debit Card,Mobile,Toniland,0,Low,12,1
385,0a0537f0-2c2c-422b-a568-95c6812a1f9b,2024-03-27 19:11:33.116708,30.15.190.74,50.6785815,100.648212,1704.68,Travel,Net Banking,Mobile,West Nathan,0,Medium,15,1
138,c6435300-68a5-4c68-a32d-bb5e486bb6bf,2024-04-28 13:12:50.439553,149.106.229.27,-72.306921,-2.998621,2145.54,Food,Net Banking,Desktop,New Erikaport,0,Medium,15,1
288,a8149562-da00-4f16-b946-9bcf4082cbb9,2024-12-03 21:23:42.820318,137.159.183.115,-0.5138085,-136.243956,516.52,Grocery,UPI,Mobile,West Kyle,0,High,9,1
43,64575bc4-a981-4098-b2cf-952da7f333b3,2024-02-15 04:18:37.956175,133.108.9.76,-6.8972455,120.069001,4132.46,Grocery,Debit Card,Mobile,Schneidermouth,0,Low,44,1
