User_ID,Transaction_ID,Date_Time,IP_Address,Latitude,Longitude,Location_City,Amount,Payment_Method,Device,Merchant_Category,Suspicious
1,774fb298-6442-4d17-a80a-6f52d3c3f9af,2024-11-26 19:00:30,205.112.62.188,-66.252054,23.115456,South Jessicafurt,7204.28,Net Banking,Mobile,fashion,0
1,ecafb5ac-f64a-47fb-84f9-392379d9cfc5,2024-02-24 04:40:12,206.158.176.74,73.136312,6.629231,West Savannahton,4826.92,Credit Card,Desktop,grocery,1
1,823b277e-1880-4dc1-b8c9-d98f77227b0a,2024-09-12 11:16:55,183.107.155.134,-11.494631,44.348070,South John,7775.93,Credit Card,Desktop,entertainment,1
1,74cb1319-48e8-4df0-b9d0-98c123411890,2024-02-02 06:35:22,197.226.6.91,-75.5438385,-1.294842,Thomasport,9810.39,UPI,Tablet,grocery,1
1,0ac023c6-590a-4366-ba1b-7d17b120b418,2024-02-07 10:49:40,64.196.253.139,-72.3128065,156.915738,West Scott,7985.4,Net Banking,Mobile,grocery,0
1,3f57b686-a617-4a6a-9f9a-dcb09557b2a5,2024-04-10 17:52:40,40.81.118.248,52.4635545,-32.765939,New Erica,8266.32,Credit Card,Mobile,fashion,0
1,35afaeab-b19f-4c56-9f2e-920f3e288a38,2024-09-08 22:45:09,52.239.86.120,48.419245,-24.060441,South Sandraside,3065.17,Debit Card,Tablet,entertainment,1
1,0b7ae884-6f1d-4fe0-be8a-af91de5e662a,2024-05-29 15:49:58,17.29.173.144,-77.409101,-102.808734,Reidfort,4660.67,PayPal,Mobile,entertainment,0
1,16e598d3-937d-441b-ad53-115abfb62998,2024-05-06 17:28:20,130.110.57.139,9.4922525,-154.876290,Lake Nathanburgh,273.0,Credit Card,Mobile,food,0
1,ab7cd7d4-4da7-4b12-841e-f7145cce28b4,2024-12-03 13:57:44,68.46.64.131,-72.138119,-143.577379,West Jenniferhaven,2942.46,Credit Card,Desktop,fashion,1
1,ede84209-9c20-4eec-b8ed-bba0f32cc0a1,2024-01-29 18:43:33,139.132.124.230,28.532493,116.398927,West Clintonmouth,1216.91,UPI,Mobile,fashion,1
1,3199e727-0a4d-4ada-996f-dc72610a5487,2024-04-14 15:16:56,115.110.114.138,68.548249,-3.519704,Michaelchester,2454.99,PayPal,Tablet,fashion,1
1,3087da55-65ef-4997-9c5e-bf71b33bbc81,2024-01-18 01:37:58,33.90.7.157,50.8851085,-59.958324,Brandonfurt,2526.98,Debit Card,Desktop,grocery,1
1,8a5f7834-9a15-473c-9709-c6ba372d9a0c,2024-11-28 04:40:33,208.16.100.129,-51.5156365,46.939724,East Nicholasmouth,4783.82,PayPal,Tablet,food,1
1,0b420900-abca-44c9-986b-4df8d5b2b9dd,2024-09-16 12:58:44,155.125.167.5,-64.537840,-43.444076,North Nicolechester,6422.48,Credit Card,Desktop,grocery,0
1,bc792a64-7810-40f1-9e63-26d57694e5c5,2024-09-24 12:58:41,154.37.228.86,80.9860485,153.125661,Sherriport,2515.36,UPI,Mobile,fashion,0
1,3d9474c7-beed-4174-ae02-0e9356ffbdf6,2024-05-05 05:46:12,188.201.2.171,65.3365485,153.307458,Briantown,3130.97,UPI,Desktop,entertainment,0
1,92f0ddb8-44f6-4458-913c-fed40dc58d78,2024-05-29 01:58:26,146.131.98.89,68.338069,-176.067452,North Nancy,3807.59,UPI,Tablet,entertainment,0
1,36299898-58d9-486e-b50c-687bccf34bb4,2024-08-30 07:51:00,206.212.208.207,70.3802415,-154.601901,Rothmouth,2584.02,Debit Card,Tablet,fashion,1
1,544612f2-5f78-46f3-9c06-4191ef7d86b1,2024-04-22 21:05:53,35.187.67.140,39.8798765,116.478469,Karenstad,7919.64,Debit Card,Tablet,grocery,0
1,de98314b-6e7b-4a14-b683-d8fda8177b8c,2024-01-06 02:56:34,83.223.53.21,-62.3536965,18.022421,Jessicaburgh,5026.83,PayPal,Desktop,electronics,1
1,e55e2e1c-053b-4aa8-91df-eed51898c088,2024-10-17 12:01:42,65.172.176.214,-12.5063375,-62.595037,North Jenniferstad,2122.96,PayPal,Mobile,fashion,1
1,8725655e-6012-4eab-b527-4213a9b6d04b,2024-08-14 04:45:18,46.118.253.79,11.635393,-46.566309,Sotoborough,7025.0,Credit Card,Desktop,fashion,0
1,3a82bac7-3927-44bb-9d90-291d0557534a,2024-03-29 00:52:52,218.106.33.22,60.043078,-77.527240,Port Frank,2160.98,PayPal,Mobile,electronics,1
1,58196083-938b-490d-b8e7-5ff920d8d812,2024-02-17 17:12:46,132.245.189.211,38.215356,-61.899288,Ericmouth,9881.54,Debit Card,Desktop,entertainment,1
1,1edae809-5f41-4dd2-a9e5-b90698636e6b,2024-02-06 07:48:56,53.222.112.73,-35.7108985,36.682615,Jacobbury,9517.86,UPI,Mobile,electronics,0
1,e79e99b3-ae9a-407c-a163-03d628d81e33,2024-06-07 18:58:12,197.182.28.248,-40.7740445,-112.399901,East Eddie,9935.08,UPI,Desktop,electronics,1
1,f856d70c-0b76-4386-9dec-400a33869f8d,2024-06-18 05:38:04,199.173.52.29,-11.2754265,-76.256665,New Katiehaven,4470.24,UPI,Tablet,food,1
1,59d74125-2431-4c50-bb91-f864a9bd5bb9,2024-09-02 06:24:08,131.53.33.198,-44.646363,112.649678,Allenfurt,3683.29,Credit Card,Mobile,grocery,1
1,e3da8f48-2f0d-48ea-b104-8f32fb77bfc4,2024-07-27 07:20:02,169.218.110.80,79.8582625,-114.560593,Hickmanbury,1265.75,Net Banking,Mobile,fashion,1
1,500f378d-8e67-4c22-85c9-46636803c402,2024-10-17 17:27:05,184.197.197.78,-0.172585,-25.617736,Port Nicholas,4655.05,PayPal,Desktop,electronics,0
1,65a66647-578f-49a4-b707-302a01652b66,2024-12-02 05:59:23,194.245.116.70,46.273784,179.733100,Lake Andrewmouth,7737.69,Credit Card,Desktop,electronics,1
1,5fec3718-0181-4db7-abb5-2c6bd1a312bd,2024-04-02 07:20:20,106.143.133.74,-88.631509,68.594117,Sarahview,2614.93,Debit Card,Mobile,grocery,0
1,bc9a3a6e-3f03-40d5-a052-9f7e6f4c927c,2024-08-04 01:30:58,171.217.175.101,80.962495,37.802365,Lake Gabriel,2023.84,Credit Card,Tablet,food,1
1,9573a708-c0ac-4300-9f3e-2d5d6ccca6f5,2024-08-29 22:44:47,214.70.159.10,-75.4223175,-35.425458,Delgadoville,1984.98,UPI,Desktop,entertainment,0
1,ebbf75c6-fb3c-4f29-bc4d-a7e1384d4734,2024-04-03 18:57:07,218.239.233.236,-53.503176,-73.556405,New Mikeburgh,8350.95,Credit Card,Mobile,grocery,1
1,d664efce-7e30-4bd2-8545-7f3915a6fef6,2024-01-16 16:26:02,27.52.41.204,26.0847165,105.914467,Port Kenneth,2279.67,UPI,Tablet,food,0
1,973d5b40-b4d3-480f-a368-4b78d0a850c6,2024-09-23 03:43:40,7.224.37.25,-71.0957055,8.793755,Port Chasemouth,524.93,UPI,Desktop,entertainment,1
1,602b4332-0286-4a0d-a824-222f74ae0563,2024-06-28 08:50:58,75.152.141.224,-30.6682155,-69.526054,Morrisfurt,7371.65,Net Banking,Mobile,entertainment,0
1,b7525d1c-4774-4026-9124-efe3077137d6,2024-04-09 20:32:17,215.14.144.107,-56.4822125,150.647946,Lisafort,5063.58,Debit Card,Tablet,grocery,1
1,d0bd629f-4e0f-407a-9fe5-c3b4fb0836e9,2024-07-10 18:10:55,75.28.66.232,24.9274805,0.001626,Jamesmouth,7732.16,UPI,Desktop,food,0
1,2ec70b79-87cc-4f33-8288-f25fea0523fb,2024-07-17 12:53:35,65.186.146.205,0.461033,77.629121,South Tylerborough,2493.41,Credit Card,Desktop,grocery,1
1,2ac510dd-d5cc-4fdf-a5f6-f1f25e7e7b38,2024-07-24 15:42:36,133.137.86.33,-11.210385,150.149390,Rodriguezburgh,8840.4,UPI,Mobile,entertainment,1
1,789894ce-b35c-4884-b438-22d4bb16fb08,2024-02-27 04:30:31,19.129.82.171,-16.2842775,118.318020,Port Seth,8715.64,Debit Card,Tablet,entertainment,0
1,06c3a7ac-83e3-4b9d-8c2b-76302ed50067,2024-01-25 08:51:15,93.111.54.144,-6.289125,139.420823,Kevinside,4342.73,Debit Card,Tablet,entertainment,1
1,18503c77-856d-4380-a5d3-114191553ae8,2024-05-19 06:45:59,81.18.10.107,-46.870939,-178.687959,New Kathleen,9412.16,Net Banking,Tablet,food,0
1,c3b0fd55-9c6f-4253-8c35-394e3eab5e13,2024-08-18 18:17:53,56.174.209.7,31.9585405,-178.062412,New Jamiehaven,371.8,Debit Card,Mobile,fashion,0
1,6e0eb0e7-1a99-4513-a584-6d3b9e9a0577,2024-05-08 16:32:51,176.49.200.38,45.915935,-121.530041,Timothyport,312.03,Credit Card,Desktop,entertainment,1
1,2b8fc762-dc15-4517-9f81-81336e734097,2024-05-27 11:21:42,106.174.118.162,-26.3980425,87.478516,East Leslie,3646.53,PayPal,Mobile,entertainment,0
1,6cdbe7c7-4bb2-4101-8dbd-a8e13e9abc79,2024-09-16 01:38:19,179.85.193.232,47.921443,-66.576452,Lake Thomasview,5922.66,UPI,Desktop,grocery,0
1,907ea575-18c8-4572-bfad-20c6807988cb,2024-03-06 11:58:54,61.220.162.246,14.298395,175.861168,West Jacquelinetown,1091.65,UPI,Mobile,fashion,0
1,dd45386d-5a99-4863-bf48-6a35b2278c06,2024-11-02 08:11:18,87.242.2.105,65.2127715,-105.169626,South Terrifort,2259.21,UPI,Desktop,fashion,1
1,111879fa-5460-449f-baf7-524c856520e7,2024-02-19 16:44:03,215.168.225.83,-81.1109825,120.481519,North Keithmouth,1022.55,Net Banking,Desktop,electronics,0
1,52fb9ce4-5cbe-46d1-946c-41e0b8520ccf,2024-11-16 07:03:16,144.227.240.233,6.0346655,163.980288,Markmouth,6228.31,PayPal,Mobile,food,0
1,95910dfa-0f10-402f-a039-6c031ba3a80f,2024-01-01 14:42:54,14.85.231.243,-23.9035075,-179.804358,Lake Kelly,5478.82,UPI,Mobile,entertainment,1
1,42b2e967-2517-4224-bdcf-c5c99fc5f4af,2024-10-31 01:39:44,190.206.100.107,88.025567,38.067306,Shepardview,6882.71,UPI,Tablet,electronics,0
1,fa285146-4315-4481-98d1-e2c8fcc9ecb9,2024-12-01 14:12:52,21.253.126.57,-48.0624555,101.012170,South Cherylland,1562.95,Debit Card,Tablet,fashion,1
1,b011706f-d5b5-414a-a87b-c27f27f380a5,2024-05-19 15:17:22,58.94.125.135,-15.0619115,-32.468654,South Brooke,1584.39,UPI,Tablet,entertainment,0
1,6a9cb3ee-1197-449a-b301-683eeddd7420,2024-03-02 18:43:27,166.76.186.123,-52.987552,12.429810,North John,1895.92,Net Banking,Desktop,grocery,1
1,3efc7ac4-3167-49ad-b4c5-079f2a738aba,2024-04-16 02:44:37,128.100.37.26,-57.129532,-24.835773,North Christine,6550.99,Debit Card,Mobile,grocery,0
1,d6a0d7ae-674a-4c3e-9c6d-b5cd4d03824e,2024-09-27 15:44:26,194.12.60.88,5.5597375,178.108066,Devinmouth,4755.41,Net Banking,Mobile,electronics,1
1,73b6b710-73e8-4a63-80ec-9f00743551bf,2024-09-01 01:38:35,17.99.64.154,84.6833855,144.956242,Crystalshire,2641.87,PayPal,Desktop,electronics,1
1,a9c8cd14-e401-43fb-8885-8211a185179d,2024-08-23 20:35:18,68.242.105.41,-59.586690,-97.860288,Smithchester,2505.76,Credit Card,Mobile,electronics,0
1,7d4066d6-07c0-4f8b-a442-4b3e570f4c41,2024-05-03 12:29:48,91.219.231.88,40.4233965,74.282826,Ethanburgh,1552.45,Debit Card,Mobile,food,0
1,1dac4b7c-f051-4dca-86e4-cbf8f87cf073,2024-07-26 01:18:21,140.162.33.42,71.4121385,-176.534083,South Jessicabury,3475.09,Credit Card,Desktop,electronics,1
1,b3ce6b85-8786-488b-a55d-6bafbd1963c5,2024-01-03 14:59:17,86.167.93.212,50.048142,117.194799,Katherineside,7849.87,Credit Card,Desktop,entertainment,1
1,ff491c5d-008f-4180-b29f-41c40a808c4a,2024-12-09 05:59:21,130.56.201.20,-44.374267,-5.941886,East Melissa,9445.63,Credit Card,Desktop,fashion,0
1,2f5f51b9-263d-4673-a0c6-f03b52040eaa,2024-03-30 10:49:33,124.1.213.50,45.9523735,-62.221659,East William,5090.94,Net Banking,Tablet,food,0
1,a113906d-7f66-4ba9-9598-e00a86c39cc2,2024-01-09 03:32:06,129.169.242.203,64.472640,23.502174,Brownfurt,1242.68,PayPal,Mobile,food,1
1,792659ec-8011-414d-9ae6-182236c7d56d,2024-05-29 01:23:15,209.37.182.2,27.599143,76.670125,Joannaport,5642.51,PayPal,Desktop,electronics,0
1,f53678bb-2668-4c57-9380-cf9ee274c071,2024-07-10 15:50:06,51.9.142.154,8.180931,-120.171420,Johnview,5977.79,PayPal,Tablet,electronics,1
1,4d20f7ff-ffab-4aab-b586-3f88353426dd,2024-04-04 09:15:41,18.221.216.231,44.5399565,48.803005,Caintown,6185.34,Credit Card,Mobile,fashion,1
1,3832bbad-3c25-4390-afce-9e9712a0113c,2024-07-27 04:21:47,211.104.227.120,-84.888135,-116.704606,East Natalie,5748.99,Debit Card,Desktop,food,1
1,1514dedd-d8c9-43e8-934f-acac6fc5271d,2024-10-26 23:43:56,111.76.251.31,44.2299025,-124.343931,West John,1181.6,Debit Card,Desktop,food,0
1,40e20486-e2ae-44f2-a74e-6bbf7c68ad6a,2024-07-03 17:47:20,47.165.179.153,54.0923675,34.345975,Josephchester,3716.03,Net Banking,Tablet,food,1
1,541de9b4-a29f-4ce7-a692-e295a16bb521,2024-06-20 17:01:28,190.191.206.138,-2.6825985,-156.647449,East Kennethland,6578.38,Debit Card,Desktop,electronics,0
1,151b3c9b-7a5e-48e5-9f4b-ca5c968e449a,2024-01-07 16:11:24,14.158.125.250,-63.5598785,-45.650265,East Yolandamouth,7981.29,Credit Card,Tablet,entertainment,0
1,e9f5e90f-8d06-468c-9084-35b1879d3faa,2024-10-25 16:11:58,136.229.204.180,55.028241,-93.354320,Williamsmouth,6002.5,Credit Card,Desktop,electronics,1
1,a4edd47f-c2a9-4a1b-994f-17a460e66924,2024-11-30 16:54:52,188.22.113.153,-10.7455275,73.521453,New Daniel,5773.62,Credit Card,Desktop,food,0
1,4184fe79-2ab5-4bfd-a9f0-d643c944039f,2024-08-30 04:19:12,90.133.88.42,-17.9045975,21.327234,Guzmanport,707.11,Net Banking,Mobile,food,0
1,c5d07e30-0ab3-4242-a1e5-564116b20783,2024-09-19 14:51:11,74.216.172.48,-1.191598,139.126568,South Carolinehaven,9085.4,UPI,Desktop,fashion,0
1,8b313df0-ab4a-4b2e-95a8-2f9a918de9a4,2024-09-14 23:30:55,7.186.102.191,-7.4719245,-105.075313,North Kevinchester,789.66,Debit Card,Desktop,electronics,1
1,7a3da717-46b7-4e7d-9c9f-1327e206fbf5,2024-11-22 08:48:49,66.73.87.118,47.285289,61.623310,East Briana,3755.26,PayPal,Desktop,fashion,0
1,616bff4d-041a-4a39-88b7-5d6830f5eeb3,2024-06-04 00:49:26,159.250.202.131,-40.9010365,-28.684150,East Michelle,6144.88,Credit Card,Mobile,grocery,0
1,da47f7c5-8d4c-4e7c-8cc6-a798e34214e5,2024-07-03 17:17:41,109.185.236.175,-11.169717,-141.270832,West Donaldmouth,5375.27,Net Banking,Tablet,food,1
1,ccc8b169-bba2-4635-b8b5-c4c05ddc2e45,2024-04-13 09:51:23,157.19.24.254,-78.5420195,-78.756199,Gallaghershire,2113.72,UPI,Desktop,electronics,1
1,51197c7f-ebac-4af9-96e1-8f8c29332cc1,2024-01-22 00:49:24,34.78.233.69,73.4768355,8.164273,Garciaton,8213.73,Net Banking,Mobile,grocery,1
1,0555a8c1-539b-4e9c-9507-89a97eaf3ea2,2024-08-20 17:14:01,33.28.66.198,-88.047759,74.814698,Lake Laurenside,4690.97,UPI,Tablet,grocery,1
1,23505102-af7f-4b4b-a2bb-b99b791e2c63,2024-04-17 12:32:29,80.111.107.158,89.4384135,97.827735,Haleland,5528.28,PayPal,Tablet,fashion,0
1,fad2bb02-3217-4e7e-911b-5412a2b78df4,2024-09-11 20:37:29,177.227.83.173,-65.894820,-121.592638,East Connieburgh,8194.81,Credit Card,Mobile,entertainment,1
1,4eed6ea1-94fb-4f68-8665-9bf28254e26a,2024-05-07 00:24:35,114.62.22.40,57.9367785,63.787848,Port Dawn,1404.33,Net Banking,Mobile,electronics,1
1,c7516ee4-a7b4-4d32-ab69-4ff7b98ff3d4,2024-06-04 05:46:45,203.185.89.198,-60.9737605,-158.255736,Lancetown,2737.14,UPI,Desktop,electronics,0
1,349977c7-ec3a-4fd5-b8de-2ffdb0106466,2024-10-20 10:02:23,208.51.91.58,-64.7704895,143.354681,Lucaschester,1541.06,UPI,Tablet,grocery,0
1,d66bc19e-0335-482e-8bfa-0d8138a87188,2024-08-26 19:46:13,123.117.184.97,-29.143371,58.812073,Michaelberg,3416.34,Credit Card,Mobile,fashion,0
1,917bf0cc-33fb-4735-9e92-ee861a501e74,2024-08-22 17:49:31,216.122.79.136,-82.285639,-146.112515,Davidport,802.92,PayPal,Mobile,food,1
1,92d8cd69-ee46-40ea-a69d-166e9c35ed3c,2024-01-01 04:19:20,164.203.82.176,7.737329,-19.590364,Powellburgh,2589.49,Credit Card,Tablet,entertainment,1
1,d1f6ddfa-2fff-49a0-8e2c-736fef7fc197,2024-06-09 02:05:02,131.147.216.32,-41.559602,-25.448209,Kristinfort,6706.95,Net Banking,Desktop,electronics,1
1,94b311e9-ee01-4ae7-9875-737e93d4c67e,2024-03-07 16:07:47,138.128.89.146,48.913674,-74.420847,Jayfort,3635.58,PayPal,Mobile,entertainment,0
1,9cf0eaf7-670f-465a-8b97-db3eecbed09b,2024-01-18 16:36:33,178.95.135.121,-33.047452,-46.842253,New Kennethfort,4478.78,Debit Card,Desktop,food,1
1,88ea3123-e976-4957-98f2-b45f993b74a7,2024-04-29 08:02:28,71.59.61.2,-23.3642445,115.418332,Daniellemouth,3671.04,Credit Card,Desktop,food,0
1,f3774de3-c0bb-4d3f-b7f3-f82a874e6ac1,2024-08-15 15:19:52,124.119.119.78,-84.289760,63.323189,Christophershire,2753.04,UPI,Tablet,fashion,1
1,cdcf02a9-64f8-4b31-a8f2-95190c1dbf92,2024-08-09 15:53:18,35.210.248.184,-61.2943075,68.534468,North Rebecca,8042.8,Net Banking,Mobile,electronics,0
1,2f5ccd9b-a13a-4d48-b2e6-6f3999c555df,2024-06-18 16:07:33,57.31.40.92,-34.3584655,-148.321608,Deanborough,8229.68,UPI,Tablet,grocery,0
1,eff4655d-81f4-41ed-a4a2-37e589234b81,2024-06-13 02:21:40,57.144.17.150,51.3382785,-177.592005,Port Aaron,2760.45,Credit Card,Tablet,food,0
1,325bfa69-d1d4-4ccc-81aa-de4ea31ea0fc,2024-01-10 03:04:29,144.180.210.179,-76.243556,35.421479,Port Andre,4921.35,PayPal,Mobile,fashion,1
1,8b967953-0e9c-423f-986a-2b37fa376b05,2024-01-23 11:56:04,149.92.145.85,28.024263,69.495548,Dillonville,4095.48,UPI,Desktop,electronics,0
1,22ea2787-2544-4706-8375-929a1fca89ec,2024-05-26 04:11:54,77.203.1.148,42.483153,54.896297,Lake William,6500.42,Net Banking,Tablet,entertainment,0
1,f4f940e3-ad0d-4229-a0df-3b97b33ccf26,2024-03-29 21:52:34,210.83.26.203,-14.362433,-137.746887,Julieville,6356.55,Credit Card,Mobile,food,0
1,bfaf9328-c33c-475d-8612-c08e5a425e98,2024-08-05 01:48:28,28.41.2.143,-68.725503,-100.754821,South Richardmouth,828.19,Debit Card,Tablet,fashion,1
1,a6dd9aa2-c081-4d71-8e60-431536439814,2024-05-04 20:48:48,155.204.122.98,-17.2991105,-74.938072,Lake Francisview,6660.74,UPI,Tablet,electronics,1
1,40c9b7d4-4210-4a3a-9b74-2b7efc2ab7e8,2024-08-05 00:20:30,203.135.223.179,-26.226734,132.485430,Port Kellyburgh,8453.43,Debit Card,Mobile,fashion,0
1,5840594d-917d-4fc4-9e5a-5135f148709c,2024-09-12 04:48:37,50.4.33.53,-8.466248,-23.501819,West Meganfurt,2008.07,UPI,Mobile,food,1
1,0bd4d1f6-5dc5-423b-a9e9-02c4d01817ce,2024-04-13 05:17:18,110.180.234.199,-34.2247905,-22.184095,Carterton,7799.92,Net Banking,Desktop,entertainment,0
1,b725eab7-ef1c-4496-94dd-45b5772b2a59,2024-02-13 14:32:11,119.175.50.37,38.5752245,-34.063618,Andrewfort,2563.29,UPI,Desktop,fashion,0
1,45a3855a-52b0-4077-b298-24628b2b597c,2024-03-21 19:28:49,51.115.6.173,39.086866,-57.859075,East Kevin,7251.1,UPI,Mobile,entertainment,0
1,1af9a9b9-a915-46c7-943a-c00384449e4c,2024-03-14 02:59:46,171.156.125.76,19.782135,-127.116199,North Tiffany,5033.6,Credit Card,Tablet,electronics,0
1,535994b4-03a1-46fe-8663-9dd47918008b,2024-12-02 05:19:00,11.100.241.140,77.292201,-160.107394,Michaelchester,2508.48,Credit Card,Tablet,electronics,0
1,56b6c765-b2b5-43c9-81ce-a738c7aa4702,2024-04-22 19:39:16,210.210.254.226,82.0289095,-137.456862,Cruzstad,5905.26,Net Banking,Desktop,electronics,1
1,cadf136e-ee04-4006-bb53-45b298bd76a1,2024-10-01 12:30:22,33.107.74.143,69.6638065,56.665811,North Gabriel,5118.38,Credit Card,Tablet,food,1
1,798c59e3-6a07-4476-a168-955ed97eda71,2024-08-29 12:41:52,101.83.233.92,-50.1120555,80.801495,Madisonshire,3604.48,Credit Card,Tablet,grocery,0
1,5c7ec1c5-d9f1-4adc-ad44-8401cd363861,2024-03-26 02:36:20,133.164.140.247,64.644461,139.332832,Port Tracy,4673.71,Debit Card,Tablet,food,0
1,8a535674-89c5-4d9f-bef6-513190233615,2024-11-26 03:48:16,175.7.119.137,-60.7029645,150.756805,Mejiafort,458.23,Debit Card,Mobile,grocery,0
1,d91ed3d2-64ad-409b-a613-65f25ca3c4d6,2024-06-02 04:08:42,12.46.165.79,-68.158908,-20.332410,Port Kathryn,8389.25,PayPal,Tablet,grocery,0
1,344c0443-3c13-4bd7-9f71-a1bf48efc6c4,2024-02-05 09:00:41,59.183.18.92,-59.305868,164.665470,Micheleborough,6795.93,Net Banking,Tablet,food,0
1,8447b4c1-4b6f-4173-b235-310cd89aca39,2024-07-17 07:27:48,165.43.92.26,-78.1180165,-62.972235,North Kathrynstad,8379.04,PayPal,Desktop,food,0
1,25c1fbc3-c9aa-4909-8ff9-44b22d79daab,2024-08-13 19:49:00,83.86.216.220,-49.021876,47.156839,Lake Ashley,4305.53,PayPal,Desktop,food,0
1,dd5275c7-ec73-499e-8b4c-fa6e52fea64d,2024-07-15 19:07:45,166.2.7.147,-75.404339,-67.748930,Kyleside,1326.1,Credit Card,Mobile,entertainment,0
1,d1797ce3-f2ea-49a1-a657-b906131bc6d9,2024-04-22 03:39:55,35.215.239.236,-39.2545115,-94.142887,Royfurt,5181.45,Net Banking,Desktop,entertainment,0
1,e357cf8d-8aa4-403a-8da7-3e9b2f765d76,2024-02-09 11:07:21,69.89.62.65,3.805670,76.266615,Novakport,7368.53,Credit Card,Tablet,entertainment,1
